Title,Content,Tags,Topics
"Recognising the importance of the Indian market, BBC Worldwide, the commercial arm of British Broadcasting Corporation, has decided that for the first time BBC World will carry regional language (Hindi) programming on the main channel.
 
 ","Recognising the importance of the Indian market, BBC Worldwide, the commercial arm of British Broadcasting Corporation, has decided that for the first time BBC World will carry regional language (Hindi) programming on the main channel.
 
 ""We have plans to introduce additional programming (on BBC World) in Hindi,"" BBC World managing director Patrick Cross told Business Standard yesterday. 
 
 Cross said BBC would start off with about 30 minutes of Hindi news reports. The introduction of Hindi-language news programming is likely next year.
 
 BBC World, a 24-hour news and information TV channel, beams to South and West Asian audiences through its feed from the PAS-4 satellite. In Asia, the broadcaster also has a service aimed at Southeast  Asia and other areas through the satellite.
 
 Cross said realising the importance of a big market like India, BBC World would like to make regionalisation more effective.
 
 ""As part of this (regional) strategy, we also have appointed Vinod Bakshi to a newly-created post of resident director for BBC Worldwide India,"" Cross said. ""India by far is the most important market for us,"" he added.
 
 Pointing out that investments in India will increase substantially (BBC World has invested close to ","BBC, British Broadcasting Corporation, BBC Worldwide India, Cross, BBC Worldwide, Vinod Bakshi, Hindi, PAS-4, Patrick Cross, BBC World, India, Business Standard","per, cent, said, also, market, company, india, bank, rs, would"
Insurance companies are usually found in the dock in consumer courts for deficiency in their services.,"Insurance companies are usually found in the dock in consumer courts for deficiency in their services. However, in recent times, they have put on the boots of the consumer and claimed compensation from others. The consumer courts have allowed their petitions.  But the Supreme Court has now stepped in and barred their entry into the consumer courts with complaints.
 
 In a definitive judgment earlier this month, the Supreme Court has ruled that an insurance company is not a `consumer' within the meaning of the Consumer Protection Act and their complaints cannot be maintained (Oberoi Forwarding Agency vs New India Assurance). The definition of consumer under the Act has been the subject of intense discussion and one amendment, but this is one interpretation which is overdue.
 
 The insurance company in this case had insured goods for transport. The consignment was lost in transit. The consignor claimed the insured amount from the insurer. It was paid by the insurance company. The consignor then assigned his rights to the insurance company along with a power of attorney to enforce them. Armed with these documents, the insurance company moved the consumer forum for compensation from the forwarding agency. Three consumer courts, including the national commission, held in favour of the insurance company. On appeal, the Supreme Court laid down that an insurance company is not a consumer.
 
 If the judgments of the consumer courts had remained valid, it would have resulted in preposterous claims by insurers. After settling claims against them, they could have trooped into the consumer courts to make good their payments from the negligent party.  Though they can move the civil courts by applying the theory of abrogation and assignment, consumer forums were not set up to assuage the grievances of monopoly government undertakings, known for their own lethargy and negligence. The present judgment has stated in clear terms that they cannot approach the consumer courts.
 
 Section 2(d)(ii) makes it clear that it is only the person who had hired a service for consideration or any other person availing of the benefit of such service with his approval who could be regarded as a consumer. In this case, there was no question of the insurance company being a beneficiary of the service that the consignor had hired. Therefore, by no stretch of imagination can the insurance company be called a consumer.
 
 Assignment of the rights of the insured to the insurer itself is not quite in line with public interest. The insurance company may acquire the right to sue other parties after paying off the insured. The law does not permit transfer of the right to sue in favour of another. Therefore, what the company did in this case itself is legally doubtful.
 
 The Consumer Protection Act and the forums set up under it are intended to benefit individual consumers who buy goods or hire services. Recent judgments of the consumer courts have taken care to exclude business concerns and institutions from the courts except as respondents. Those who buy goods or services for commercial purposes are out of court, according to a 1993 amendment to the Act. For instance, a widow buying a sewing machine for her livelihood would be a consumer. But a shopowner who buys the same goods and employs tailors would be indulging in a commercial activity and therefore would not be a consumer entitled to move a forum if the machines are defective.
 
 If mammoth corporations, which have alternative remedies elsewhere, still enter the consumer forums in the garb of consumers, the situation points to another need _ that of keeping out the inventive lawyers who put such fancy dress on their corporate clients. The forums were originally intended to be informal places to help solve the problems of the lay persons fast and without much legal expenses. But they are now flooded with lawyers who carry tons of case law, trying to do to the consumer forums what they have done to the civil courts.






","New India Assurance, the Supreme Court, Oberoi Forwarding Agency, the Consumer Protection Act","rs, per, said, cent, company, would, market, also, india, consumer"
"Last Saturday, Reserve Bank of India governor, Bimal Jalan, was in Salboni (West Bengal) to inaugurate the main currency printing press of Bharatiya Reserve Bank Note Mudran Limited, which is RBI's wholly owned subsidiary.","Last Saturday, Reserve Bank of India governor, Bimal Jalan, was in Salboni (West Bengal) to inaugurate the main currency printing press of Bharatiya Reserve Bank Note Mudran Limited, which is RBI's wholly owned subsidiary. In about two months from now, the new press will achieve its full rated capacity, thereby fulfilling the country's entire demand for currency notes for the next 10 years. 
 
 The nation should heave a sigh of relief. Periodic shortages of currency notes of different denominations should come to an end.  Soiled and tattered notes that continue to remain in circulation should get replaced with new ones. A new policy to introduce clean notes is now being formulated in consultation with Arthur Andersen. Also, the dependence on imported currency notes will be over. And the RBI will enhance its ability and flexibility to introduce new designs and devices to counter the menace of fake notes.
 
 An obvious question arises: Given the advantages of creating indigenous capacity for printing currency notes, why did the nation have to wait for over 50 years to achieve self-sufficiency in this area? There are no easy answers. But if one looks back in search of an answer, what emerges is a story of vested interests nurtured by bureaucrats and politicians in power and their strange ways of decision-making. The inauguration of the Salboni  press is perhaps a good occasion to recall that story. 
 
 It was in the 1980s that the government of Indira Gandhi decided to set up two currency printing presses. These were to be set up by the government and like the other existing mints operating at that time, these two  presses too were to be owned and run by the finance ministry. Bureaucrats loved this. Politicians in power enjoyed this arrangement even more. 
 
 Setting up a currency note printing press and running it (there was a flourishing currency and coins division in the finance ministry at that time) meant an empire that did not end with just signing contracts, but extended to frequent visits abroad as well. Politicians agreed to such an arrangement because they felt they could distribute their quota of political patronage if the printing presses were set up and run by the government. Neither of the classes were bothered by the thought that ideally such a  printing press should be set up and run by the country's central bank, as is the practice in most developed countries. 
 
 Salboni in West Bengal and Mysore in Karnataka were identified as the sites where the presses were to be located. Pranab Mukherjee was the finance minister at that time and Janardhan Poojary was the minister of state for finance, who had by then become quite famous for his loan melas. There are no prizes for guessing why these two locations were preferred for setting up the presses. Salboni was that part of Bengal which Mr Mukherjee was then nurturing as his constituency and Mysore was close to Mr Poojary's heart, hailing as he did from Karnataka. 
 
 Mr Mukherjee and Mr Poojary were left out of the government headed by Rajiv Gandhi in 1985. But there was no change in the decision on setting up the printing presses. Nor was there any change in the location. But what did happen was quite interesting. By the time the decision on awarding the contracts became due, the controversy over payment of bribes for the purchase of Bofors guns had engulfed the nation.
 
 Bureaucrats in North Block had second thoughts. The contract for the presses had to be awarded to a foreign company and naturally involved a huge foreign exchange outgo. The fear was that a decision on awarding the contract at that time could kick off another controversy. So the government decided to entrust the responsibility of setting up the presses to the RBI. The implicit logic was to let  RBI handle the project, so that the government stayed out of the controversy. Also, it was believed that RBI would not allow either politicians or bureaucrats to interfere in its functioning and the project would get implemented without any controversy and delay. 
 
 RBI created a wholly owned subsidiary which was to set up the two printing presses. As it turned out, the total cost of the two presses after completion came to about Rs 1,650 crore, of which the foreign exchange component was as high as Rs 1,050 crore. Both the projects are now complete and no one hears of any controversy. Hopefully, the country's currency note shortage will now be a thing of the past.
 
 But what should come as a surprise is the manner in which bure-aucrats and politicians agreed to take certain right decisions for apparently wrong reasons. Currency note printing presses should not be set up and run by the government. But politicians and bure-aucrats wanted to perpetuate their control over this area for the wrong reasons. Even the decision on locating the two presses were taken on purely political considerations. 
 
 The Bofors controversy changed their minds. They were not convinced by the logic that such printing presses should ideally be set up and run by the country's central bank. They decided to divest themselves of this responsibility only when they feared that the government deciding on the award of contracts might create more  controversy at that time and land the government in a bigger problem. The decision was motivated by their desire to insulate the government against any fresh controversy. 
 
 If the country today has two new currency note printing presses, owned and run efficiently by RBI without any kickback scandal,  some credit for this should go to the Bofors controversy.






","Rajiv Gandhi, Pranab Mukherjee, Bengal, Arthur Andersen, Janardhan Poojary, Bharatiya Reserve Bank, Mysore, Bofors, Reserve Bank, Note Mudran Limited, Bimal Jalan, Karnataka, Mukherjee, Mr Poojary, RBI, Indira Gandhi, West Bengal","per, cent, said, also, market, company, india, bank, rs, would"
Matching in and out passenger traffic for an airline is not much of a problem since those who go out mostly return.,"Matching in and out passenger traffic for an airline is not much of a problem since those who go out mostly return. But cargo is a different ball game; trade does not always balance, least of all 
 
 merchandise  dispatched by air. And so, what kind of freight rates a carrier can offer depends on how 
 
 evenly balanced the two-way traffic is. 
 
 To Denis Connolly, general manager regions of British Airways (World Cargo), who was in Delhi last week, the prospects of all quantitative restrictions on imports going in a couple of years are exciting. This will raise import volumes and match exports, making prospects in India look ""most favourable"".
 
 For the Indian exporter of say flowers or high-value fashion garments, this will mean more attractive freight rates from carriers which can spread costs over two-way traffic. India is currently served by BA's services between the UK and Hong Kong and increasing frequencies are clearly on the cards.
 
 Since flights from Europe are lighter than the ones to Europe, ""it will become easier to raise frequency if we get a better flow of business to India,"" explains Connolly. 
 
 This apart, two developments have improved the prospects of the cargo business of BA, which contribu
 
 tes 8-10 per cent to its total  
 
 revenue. 
 
 In an attempt to improve yields (get rid of traffic that yields low or non-existent margins), BA has planned to reduce its passenger capacity next year by 2 per cent. So cargo will have a bigger share of the smaller capacity cake, so to speak. BA is also going in for a big induction of the Boeing 777, the latest long-haul aircraft which has smaller capacity than the jumbo and, what is good for Connolly, is ""very cargo efficient"". Connolly has to try hard to live down the reputation that cargo has of being the poor cousin in BA to which traditionally passenger traffic has come first by a long margin, unlike in some of its competitors which have paid more attention to cargo.
 
 But things have begun 
 
 to change since the massive ","Hong Kong, Denis Connolly, UK, contribu, BA, Delhi, Connolly, Boeing, British Airways (World Cargo, India","said, rs, bank, per, would, india, banks, government, cent, also"
"The 1999 Business Standard-Seema Nazareth Award for excellence in print journalism has gone to Sweta Rajpal, reporter-cum-sub editor of The Hindustan Times. 
 
 ","The 1999 Business Standard-Seema Nazareth Award for excellence in print journalism has gone to Sweta Rajpal, reporter-cum-sub editor of The Hindustan Times. 
 
 The award, instituted in the memory of Seema Nazareth, a talented young journalist who was on the staff of Business Standard when she died in early 1999, will be given away by the President of India, KR Narayanan, on Monday, February 21, at Rashtrapati Bhawan.
 
 The award includes a cash prize of Rs 25,000 and a citation. Journalists below the age of 25 years were eligible for the award. The selection committee unanimously decided to select Shweta Rajpal for the award because of her outstanding journalistic achievements. 
 
 Rajpal began her career at the age of 17, while studying  journalism  in a Delhi University college. She has done a series of reports for her paper, which show remarkable clarity of thought, careful reportorial fieldwork, non-partisan presentation, and compassion and integrity in comprehending issues that touch the lives of ordinary people.






","The Hindustan Times, Narayanan, Rashtrapati Bhawan, Sweta Rajpal, Seema Nazareth, Delhi University, Shweta Rajpal, India, Rajpal, Business Standard","rs, per, said, cent, company, would, market, also, india, consumer"
"A bigger thrust for cooperation between Indian and French middle-size businesses, an Indo-French water week, more scientific collaboration and a resolve to work jointly to develop information technology and food processing, were endorsed by the Indo-French Initiative Forum which met here on February 14 and 15.
 
 ","A bigger thrust for cooperation between Indian and French middle-size businesses, an Indo-French water week, more scientific collaboration and a resolve to work jointly to develop information technology and food processing, were endorsed by the Indo-French Initiative Forum which met here on February 14 and 15.
 
 Briefing the press, the French co-president of the Forum, Jean Francois Poncet, said that while large companies had the resources and could assess the size of the Indian market, middle-size businesses in France as well as India had little knowledge of each other.
 
 The forum's proposition was that  Indian business could benefit from technology and French business would get the chance to discover the potential of the large Indian market.
 
 The forum, an influential body in both India and France, also announced there would be more exchanges between India and France in the area of higher education (100 scholarships to be set up in both countries).
 
 Nasscom president Dewang Mehta did a presentation for the forum on possibilities for cooperation in information technology.
 
 There seemed to be some difference of opinion, however, on the civilian use of nuclear energy. While recognising India as a nuclear state,  France was noticeably gentler on India after the nuclear tests.
 
 Accordingly, Poncet said that French physics Nobel laureate, Claude Cohen-Tannoudji, who is a member of the forum, was asked to contact ""someone in the Indian government"" to discuss possibilities of cooperation on the civilian uses of nuclear energy.
 
 Poncet  pointed out that there were ""problems"" in cooperation on civilian uses of nuclear energy, because of the dual- use nature of nuclear energy.
 
 However, the Indian co-president, Ramakrishna Hegde, quickly contradicted this and said that the matter was not discussed because it was a ""political"" issue and ""the forum does not discuss political issues"".






","the Indo-French Initiative Forum, France, Dewang Mehta, Jean Francois Poncet, Poncet, Claude Cohen-Tannoudji, Ramakrishna Hegde, Nasscom, India","rs, per, said, cent, company, would, market, also, india, consumer"
"The main issue that needs to be tackled in the Union Budget for 2000-2001 is the open-ended nature of subsidies.
 
 ","The main issue that needs to be tackled in the Union Budget for 2000-2001 is the open-ended nature of subsidies.
 
 According to sources in the Planning Commission, one of the main problems that must be addressed is the burgeoning subsidy bill. 
 
 It is argued that the total quantum of subsidies that can be offered under each head must be decided by the government and the prices adjusted and offered at this level.
 
 For instance, the government must finalise the total food subsidy amount and accordingly price the sugar, rice and wheat available through the public distribution system. This will make the subsidy close-ended.
 
 Sources also pointed out that it is not the quantum of cuts on the subsidy which is important but ensuring that it reaches the right target.
 
 They pointed out that the finance ministry needs to effect a correction with respect to the fertiliser subsidy where the excessive application of nitrogenous fertiliers is leading to large portions of Haryana and Punjab turning into wastelands.
 
 ""This, however, does not mean that fertiliser subsidy is bad per se"", explained an official.
 
 Senior government officials said that the main concern remains on the expenditure side and that taxes in general do not need to be tinkered with.
 
 It is argued that ""while a marginal rationalisation of taxes is needed, it need not be done this year since every year when tax rates are changed there is a cost to this. It is better for the finance minister to concentrate on tax administration rather than the rates this year"". 
 
 If tax rates are stable, then the focus can be on administration of taxes. It is argued that low revenues are due to poor tax administration.
 
 It was also argued that while it is not necessary to cut the peak customs rate, the surcharge needs to be removed.
 
 On the excise side, sources said that the Planning Commission had pointed out to the finance ministry that huge misuse of modvat has to be plugged. Sources said that the total modvat offset had shot up from 22 per cent to 42 per cent of gross excise in three years. 
 
 ""There is no explanation for this. If this misuse is plugged and the offset is around 25-26 per cent of gross excise, excise collections will zoom"", said sources.






","the Planning Commission, the Union Budget, Haryana","per, cent, said, also, market, company, india, bank, rs, would"
"Committed to providing healthy comic entertainment to its viewers, Turner Broadcasting System's (TBS) Cartoon Network and TNT have lined up an exciting mix of new cartoon shows in 2000. 
 
 ","Committed to providing healthy comic entertainment to its viewers, Turner Broadcasting System's (TBS) Cartoon Network and TNT have lined up an exciting mix of new cartoon shows in 2000. 
 
 These include Mike, Lu & Og, Courage the Cowardly Dog and new seasons of The Powerpuff Girls, Ed, Edd n Eddy and Johnny Bravo under the Cartoon Network banner, Sylvester And Tweety Mysteries, Garfield And Friends, Pinky And The Brain, The Little Lulu Show - II, Batman Of The Future and Batman The Animated Series among external acquisitions. 
 
 Cartoon Network and TNT are now available in 10 million cable and satellite homes in India too. Additionally, the network is distributed in Bangladesh, Nepal, Pakistan and Sri Lanka, with a combined reach of over one million cable and satellite households. 
 
 ""We encrypted Cartoon Network and TNT in March 1999 and in less than a year, the reach of this channel has grown to 10 million cable households in India. We owe our success to a strong relationship with cable operators and support from our distributors and dealers. Aggressive distribution and sales efforts and creative marketing strategies have helped us increase our penetration,"" an official statement from Turner Inyernation India said, quoting the country head,  Anshuman Misra.
 
 Turner has employed a two-pronged strategy for its entertainment networks, including technology upgradation and enhanced programming to achieve this growth.
 
 The Hindi content on Cartoon Network has grown from the initial two-hour TOON Tamasha block to nine hours, including Hindi dubbing of Cartoon Network's original cartoons.
 
 Reinforcing its commitment to localisation, Cartoon Network will introduce two hours of Tamil dubbing on the daily Toon Tamasha programming block beginning February 28, 2000.
 
 On TNT, Dinner and a Movie, featuring Indian talents Laila Rouass and Derek Affonso, introduced viewers to a whole new way of movie watching. In addition, Cartoon Network has focussed on bringing its viewers closer to Cartoon Network's cartoon stars, the statement said.
 
 Several creative on-air and off-channel initiatives of Cartoon Network received an overwhelming response from the audience. These initiatives included Get Tooned (five Indian kids were converted into cartoon stars on Cartoon Network), 15 Seconds of Fame (which elicited more than two lakh calls from kids all over India), IR's Birthday Bakery (celebrating kids' birthdays on-air), Toon Cricket (24,000 kids and their families witnessed the first ever cartoonised cricket event), the statement said
 
 Launched in the Asia Pacific in 1994, TBS's Cartoon Network offers animated entertainment.  Drawing from the world's largest cartoon library of Warner Bros., MGM and Hanna-Barbera titles, the Network also showcases original series including The Powerpuff Girls and Dexter's Laboratory under the Cartoon Cartoons banner.
 
 Cartoon Network is currently seen in over 17 million cable homes in the region.
 
 TBS., a subsidiary of Time Warner Inc., is a leading provider of information and entertainment programming for viewers around the world.






","Toon Tamasha, TBS, Hanna-Barbera, Dexter, Network, Brain, Turner Broadcasting System's, Mike, Lu & Og, Cartoon Network's, Nepal, Pakistan, India, Bangladesh, Johnny Bravo, Anshuman Misra, Turner, Cartoon Network, Edd n Eddy, Garfield, IR, Derek Affonso, Turner Inyernation India, The Powerpuff Girls, MGM, Cartoon Cartoons, Sylvester And Tweety Mysteries, Tamil, Get Tooned, Hindi, Ed, Birthday Bakery, Time Warner Inc., Movie, TNT, Warner Bros., Sri Lanka, TOON, Friends","said, rs, bank, per, would, india, banks, government, cent, also"
"The Union minister for urban development, Jagmohan, has promised to look into the problem of heavy default by Central government agencies to civic bodies in West Bengal.
 
 ","The Union minister for urban development, Jagmohan, has promised to look into the problem of heavy default by Central government agencies to civic bodies in West Bengal.
 
 The Indian Railways alone owes Howrah Municipal Corporation Rs 300 crore in service tax. Dues to the Calcutta Municipal Corporation (CMC) are nearly Rs 50 crore.
 
 The West Bengal urban development minister Ashok Bhattacharya told newsmen here yesterday that Jagmohan was sympathetic to the demand for necessary constitutional amendment empowering civic bodies to tax Central government properties. 
 
 Jagmohan is in Calcutta in 
 
 connection with the two-day 
 
 regional meet on devolution of functional and financial powers to urban local bodies.
 
 The CMC mayor Prasanta Chatterjee said the necessary amendment will enable the civic bodies to not only tax Central properties, but also use the sub-soil for various service connections. Changed legal provisions will also empower the CMC to charge private agencies for use of the sub-soil. Chatterjee was referring 
 
 to the CESC-owned underground power cables and also the optical fibre cables network laid by the company to carry television programmes.
 
 Jagmohan regretted that the financial and management needs of Indian cities have been underplayed. Although 90 per cent of government revenues and 60 per cent of the gross domestic product (GDP) came from the urban areas, in return, they received only 0.6 per cent of the GDP at the municipal level.
 
 Jagmohan said, ""It is obvious that our municipalities have not benefited from the magnitude of activities that take place within their jurisdiction and are thus prejudicial to the Indian economy. Against this position in India, the ratio of local expenditure to total expenditure was 22 per cent in 18 industrialised nations, 20 per cent for four east European countries and nine per cent for 16 developing countries.""
 
 Percentage of plan allocation for urban development schemes has declined from 8 per cent of the total Plan outlay in 1951 to 2.6 per cent now. ""In the arena of urban infrastructure alone, at least Rs 20,000 crore per annum would be required over the next 10 years, over and above the plan resources, to make good the present deficiencies,"" he said.






","CESC, Prasanta Chatterjee, Jagmohan, Ashok Bhattacharya, Chatterjee, Howrah Municipal Corporation Rs 300, CMC, Central, India, West Bengal, the Calcutta Municipal Corporation","per, cent, said, also, market, company, india, bank, rs, would"
"The Union government told the five-judge Constitution bench of the Supreme Court yesterday that the court has no power to issue orders regarding inter-state river water disputes as its power has been taken away under Article 262 of the Constitution.
 
 ","The Union government told the five-judge Constitution bench of the Supreme Court yesterday that the court has no power to issue orders regarding inter-state river water disputes as its power has been taken away under Article 262 of the Constitution.
 
 Solicitor-general Harish Salve further submitted before the bench hearing the Krishna water dispute between Andhra Pradesh, Karnataka and Maharashtra that the Centre was not bound to implement the award of a river dispute tribunal. .
 
 Karnataka has filed a suit against Andhra Pradesh seeking to implement Scheme B drafted by the Bachawat tribunal in 1976. Salve said the suit is not maintainable because the Supreme Court has no jurisdiction to pass order in such matters. But the states can move other competent courts.






","Harish Salve, Centre, Salve, Andhra Pradesh, Solicitor, Karnataka, Bachawat, the Supreme Court, Krishna, Maharashtra","said, rs, bank, per, would, india, banks, government, cent, also"
"The Nationalist Congress Party yesterday fully supported its leader P A Sangma's decision to join the Constitution Review Commission despite the party's decision-making body having opposed the review.
 
 ","The Nationalist Congress Party yesterday fully supported its leader P A Sangma's decision to join the Constitution Review Commission despite the party's decision-making body having opposed the review.
 
 NCP president Sharad Pawar yesterday said Sangma had joined the commission in his personal capacity and not as a member of the party. 
 
 Pawar had clearly indicated on Monday itself that the party would support Sangma. Admitting that he and Sangma could not discuss the proposal before Sangma accepted the offer, Pawar had indicated that he would stand by Sangma's decision.
 
 Pawar said the party had initially opposed the review since it had feared that the government might push through its hidden agenda through the exercise. 
 
 It was also apprehensive that the government might meddle with the basic features of the Constitution and the Parliamentary form of democracy.
 
 These fears no longer exist with the appointment of Justice 
 
 M N Venkatachalaiah as the chairman of the panel and also by 
 
 the announcement of the 
 
 broad terms of reference by the government.  
 
 The terms of reference make it clear that the review will not disturb the basic features of the Constitution and that it will be conducted within the broad parameters of the Parliamentary form of democracy, Pawar said.
 
 With the main worries of the NCP addressed, the party is now in favour of the exercise. Moreover, Sangma's inclusion would ensure that the interests of scheduled castes and scheduled tribes and the minorities are represented, Pawar said. 
 
 Pawar was talking to the Press at his residence yesterday, following media reports that sharp differences had cropped up between him and Sangma over the party's attitude to the commission.






","NCP, P A, Justice 
 
 M N Venkatachalaiah, Sangma, Sharad Pawar, Pawar, The Nationalist Congress Party, the Constitution Review Commission","said, rs, bank, per, would, india, banks, government, cent, also"
"Financial intermediary Stock Holding Corporation of India Ltd (SHCIL)is likely to get the mandate for marketing government securities in a month's time.
 
 ","Financial intermediary Stock Holding Corporation of India Ltd (SHCIL)is likely to get the mandate for marketing government securities in a month's time.
 
 SHCIL managing director and CEO B Viruprakash Goud said that the corporation has already got the in-principle approval from the Reserve Bank of India. The government notification and other procedural requirements are expected to be over in a month, he said. The financial intermediary will kick off marketing of government securities with government relief fund which will shortly be followed by others instruments.
 
 However, he declined to comment on how much income the corporation is expected to generate from this.
 
 Goud, who came to Calcutta to launch two products namely Stockdirect and Sell-n-Cash, said SHCIL's aim is to become an one-stop financial supermarket where all capital market instruments like mutual funds, government securities, PSU bonds, insurance, AAA-rated fixed deposits would be available. SHCIL would also undertake value-added services like loan against shares and financing of initial public offerings (IPO).
 
 Stockdirect envisages combining the investor's bank, broker, stock exchange, depository and depository participant under one roof. ""Our aim is to bring the share market to the investors' pocket through innovative use of information technology,"" he said.
 
 Investors who do not have access to personal computer and Internet connection can also avail this facility by using the request transmitting machine (RTM) installed in the Royal Exchange branch of United Bank of India. This product, which has already introduced in Mumbai, Rajkot, Chandigarh, Delhi and Hyderabad, is slowly being accepted in the market place. Nearly 400 account holders are now availing the facility, he added.
 
 The sell-n-cash facility enables SHCIL account holder to realize proceeds from the sale of securities on the same day without waiting for the pay-out of the exchange.
 
 SHCIL has recently launched its on-line services through its website called online.stockholding.com, to provide direct access to information to its account holders. 






","Royal Exchange, RTM, Goud, PSU, Stock Holding Corporation, Rajkot, Mumbai, SHCIL, the Reserve Bank of India, AAA, Chandigarh, Delhi, IPO, Hyderabad, United Bank of India","per, cent, said, also, market, company, india, bank, rs, would"
The All India Industrial Gases Manufacturer's Association (AIIGMA) held it's annual seminar on industrial gases in the capital yesterday.,"The All India Industrial Gases Manufacturer's Association (AIIGMA) held it's annual seminar on industrial gases in the capital yesterday. Titled 'Growth Through Applications In The Industrial Gasses Industry In The Next Millennium', the two day seminar was inaugrated by Jayawanti Mehta, minister of state for power. Speaking on the occasion, Vaibhav Sanghavi, president, AIIGMA, said that industrial gases can play a very significant role in important areas like unconventional power generation, super-conductivity, electronics, space development and ocean development.






","AIIGMA, Jayawanti Mehta, Vaibhav Sanghavi, The All India Industrial Gases Manufacturer's Association","said, rs, bank, per, would, india, banks, government, cent, also"
"
 Crisil has downgraded the FD rating of New Kenilworth Hotel from FA+ to FA-.","
 Crisil has downgraded the FD rating of New Kenilworth Hotel from FA+ to FA-. It has also upgraded the FD and NCD rating of German Remedies from AA to AA+ and FAA+ to FAAA, respectively. The CP of the same company has been reaffirmed the Forbes Gotak's NCD rating as AA-, Great Easterns Shipping's NCD and FD as AAA and FAAA, respecively and Indian Aluminium's FD and CP as FAAA and P1+, respectively.
 
 Citibank has launched Citibank e-shopping at its website - www.citibank.com/india. This facility provides customers a unique online shopping environment where their payment are protected thought Citibank's secure payment network, said a statement issued by the bank.






","CP as FAAA, Citibank, Indian Aluminium's FD, NCD, Great Easterns Shipping's, the Forbes Gotak's, FD, AAA, FAAA","per, cent, said, also, market, company, india, bank, rs, would"
"The Ojas group, a forerunner in the petrochemical processing industry, is set to tap the US enterprise resource planning (ERP) market.  ","The Ojas group, a forerunner in the petrochemical processing industry, is set to tap the US enterprise resource planning (ERP) market.  The company has set up a new company, Ojas Enterprises of USA Inc, to scout for new offshore projects and to service ongoing implementations.  Locally, the company has also set up Ojas Infotech Division, which will create solution modules for known ERP packages, to be offloaded into the US market.






","Ojas Enterprises of USA Inc, US, ERP, Ojas, Ojas Infotech Division","rs, per, said, cent, company, would, market, also, india, consumer"
"Clio Infotech Ltd has tied up with SR Singapore Pte Ltd, a subsidiary of SolutionNet International Inc.  Clio Infotech is engaged in software development and application, Internet technologies, e-business solutions and networking, while SR Singapore was founded with the primary focus of providing value added It services in Internet solutions, commerce services, computer telephony integration etc.  ","Clio Infotech Ltd has tied up with SR Singapore Pte Ltd, a subsidiary of SolutionNet International Inc.  Clio Infotech is engaged in software development and application, Internet technologies, e-business solutions and networking, while SR Singapore was founded with the primary focus of providing value added It services in Internet solutions, commerce services, computer telephony integration etc.  The tie-up will help Clio Infotech to take anchor in the emerging IT market.






","Clio Infotech Ltd, SR Singapore Pte Ltd, Clio Infotech, SR Singapore, SolutionNet International Inc.","per, cent, said, also, market, company, india, bank, rs, would"
"Syntel Inc has been awarded a multi-year, $ 10-million technology contract by Tampa, Florida-based, GTE Data Services (GTEDS), the information technology group of the $ 25 billion telecommunications giant GTE.  ","Syntel Inc has been awarded a multi-year, $ 10-million technology contract by Tampa, Florida-based, GTE Data Services (GTEDS), the information technology group of the $ 25 billion telecommunications giant GTE.  Syntel will provide Internet and software application development and maintenance consulting services to GTEDS as part of the Medicaid system management effort for the state of Missouri, said a press release.






","Syntel Inc, Missouri, Medicaid, GTEDS, GTE Data Services, Syntel, Tampa, GTE, Florida","rs, per, said, cent, company, would, market, also, india, consumer, per, cent, said, also, market, company, india, bank, rs, would"
"Kalyani Refineries Ltd (KRL) has diversified into software by taking over Kalsoft, an existing profit-making software development company, with a stock-swap option, a company statement said.  ","Kalyani Refineries Ltd (KRL) has diversified into software by taking over Kalsoft, an existing profit-making software development company, with a stock-swap option, a company statement said.  As a software division of KRL, Kalsoft is presently developing web-enabled data-base applications, Internet and intranet technology, it added.  Kalsoft has also made a `significant stride' in signing a memorandum of understanding with a Canadian networking company for taking up offshore software development projects, it added.






","KRL, Kalsoft, Kalyani Refineries Ltd","per, cent, said, also, market, company, india, bank, rs, would"
